ANSWERED,INCOME,FEMALE,AGE,JOB,NUM_DEPENDENTS,RENT,OWN_RES,NEW_CAR,CHK_ACCT,SAV_ACCT,NUM_ACCTS,MOBILE,PRODUCT
1,27467,0,21,2,1,1,0,0,1,0,2,1,0
1,61209,0,31,3,1,0,0,0,3,0,2,0,3
0,32930,0,31,2,1,1,1,0,1,3,1,1,4
1,23346,0,24,2,1,1,0,0,1,4,3,0,4
1,29699,0,54,3,1,0,0,0,0,0,3,0,1
0,6142,0,19,2,1,0,1,1,0,0,4,0,0
0,23172,0,35,2,1,0,1,0,0,2,4,0,0
1,15002,1,31,1,1,1,0,1,3,1,4,0,4
0,15355,0,33,3,1,0,1,0,1,4,4,0,0
0,69004,0,37,3,1,0,1,1,1,1,3,0,0
0,11391,0,39,2,2,0,1,0,2,0,4,0,0
1,18817,0,28,2,1,0,1,0,1,0,2,0,4
0,84417,0,46,2,1,0,0,1,0,4,4,1,0
0,19087,1,32,2,1,0,1,0,0,0,4,1,0
0,19353,0,26,3,2,0,0,0,3,0,3,0,2
1,12973,0,30,2,1,1,1,1,0,0,2,0,4
1,11412,1,23,1,1,0,1,1,0,0,2,0,3
1,62999,0,50,2,1,1,1,0,3,4,4,0,0
0,9549,0,31,2,1,0,1,0,1,0,2,0,4
0,15368,0,22,2,1,0,0,0,0,0,2,0,2
1,14963,0,24,2,1,0,1,0,3,4,2,0,1
1,7305,0,20,2,1,0,1,0,3,0,4,0,4
1,38864,0,31,1,1,0,1,0,3,4,4,0,4
1,11323,0,23,2,1,0,1,0,3,1,1,0,4
1,31525,0,31,2,1,0,1,0,0,0,3,0,1
1,36369,0,33,1,1,1,0,0,3,0,3,0,4
1,14329,0,29,1,1,0,1,0,3,0,1,0,2
0,22954,0,24,1,1,0,1,0,0,0,4,0,4
0,40231,0,42,2,1,0,0,1,3,0,4,0,0
0,30937,0,22,2,1,1,0,0,1,1,1,0,0
1,49003,0,44,1,1,1,0,0,1,4,3,1,4
1,86973,0,66,2,1,0,1,0,3,3,2,1,2
0,46957,0,38,1,1,0,0,0,1,0,1,0,4
0,23494,0,26,2,1,0,0,0,0,0,2,0,0
1,13174,0,34,2,1,1,0,1,0,0,2,0,4
1,38074,0,23,2,1,0,1,1,3,4,4,0,4
0,68689,0,28,2,1,0,0,0,0,1,3,0,0
1,19130,0,34,3,1,0,1,0,1,0,0,0,2
0,12293,0,32,1,1,0,1,0,0,0,2,0,0
1,46176,0,63,1,2,0,1,0,3,0,4,1,3
1,16555,0,40,1,2,0,0,1,3,2,2,0,2
1,16043,0,34,3,1,0,0,0,3,1,3,0,3
1,85145,0,23,2,1,1,0,0,0,4,2,0,0
0,30276,0,33,2,1,1,1,0,0,1,2,0,0
0,6484,0,26,1,1,0,1,0,0,1,2,0,0
1,26265,0,36,3,1,0,1,0,3,0,1,1,0
0,22099,0,31,3,1,1,0,0,1,0,2,0,0
0,17655,0,25,2,1,1,0,0,0,0,2,0,3
0,13087,0,31,2,1,1,0,1,0,0,1,0,0
1,15391,0,33,3,2,0,1,0,2,0,1,0,1
1,5771,0,36,1,1,1,1,0,1,0,1,0,1
1,46397,0,28,3,1,0,1,0,3,3,2,0,0
0,25745,0,39,2,1,1,0,1,3,0,2,0,0
0,24874,0,34,2,1,0,1,0,3,0,2,0,2
1,20105,0,49,2,2,0,1,1,3,2,3,0,3
1,107096,0,49,1,1,0,1,1,0,0,1,0,1
0,43988,1,30,3,1,0,1,0,1,0,2,0,0
1,19354,0,36,2,1,0,1,0,1,3,1,0,3
0,96253,0,41,2,2,0,1,0,0,4,3,1,0
1,3747,0,39,1,1,1,0,1,1,0,2,1,4
1,37981,0,52,2,1,1,1,0,0,1,1,1,4
0,14808,0,21,3,1,0,1,0,1,0,4,0,0
1,15228,0,26,2,1,0,1,0,1,0,2,0,0
1,14248,0,31,0,1,1,0,0,0,2,2,1,2
1,19358,0,45,2,1,0,1,0,1,0,3,0,1
0,12325,0,23,2,1,1,0,1,0,0,1,0,0
0,17467,0,25,2,1,1,0,0,1,0,3,0,0
1,4787,0,65,2,1,0,1,1,2,0,2,0,4
1,24580,0,24,2,1,0,1,0,3,0,0,0,3
1,63629,0,27,2,1,0,1,0,3,4,4,1,4
1,5779,0,19,2,1,0,1,1,1,0,4,0,2
0,18944,0,47,2,1,0,1,0,0,0,2,0,2
1,25444,0,25,0,1,0,1,0,0,0,0,0,0
0,12908,0,23,2,1,0,1,1,1,0,1,0,0
0,30904,0,48,2,1,0,0,0,0,0,1,0,1
0,46015,0,27,3,1,0,1,0,3,1,3,0,0
0,28026,0,54,2,2,0,1,0,0,0,4,0,0
1,28238,0,28,2,2,0,1,1,3,4,4,0,4
0,52893,0,28,2,1,0,1,1,1,0,0,0,0
1,7016,0,46,0,1,0,1,1,3,0,0,0,4
0,25682,0,36,2,1,1,0,1,0,0,2,0,0
1,12019,0,46,2,1,0,1,0,0,4,4,0,2
1,1875,0,55,1,1,1,0,1,1,1,2,0,4
0,85259,0,31,2,2,0,1,0,1,0,1,0,0
1,6410,0,23,2,1,0,1,0,0,0,1,0,1
1,5612,0,27,2,1,0,0,1,0,0,4,0,4
1,33388,0,38,3,1,0,1,0,3,4,0,1,4
0,12996,0,42,3,1,0,1,1,2,0,1,0,0
0,70561,0,39,2,1,0,0,0,0,0,2,0,0
0,57194,0,62,2,1,0,1,0,3,1,2,0,0
0,9349,0,39,2,1,0,1,1,2,2,3,0,0
0,35050,0,22,2,1,0,1,0,0,0,2,0,0
1,28101,0,27,2,1,0,1,0,3,0,4,1,2
1,3868,0,37,2,2,1,0,0,1,3,1,0,0
1,32810,0,43,2,1,0,1,0,3,4,2,0,1
1,9944,0,68,2,1,0,1,0,3,3,2,0,2
1,15766,0,25,2,2,0,1,1,3,1,4,0,3
0,44083,0,37,3,1,0,1,0,3,0,2,0,0
1,15266,0,27,2,2,0,1,0,1,1,4,0,2
1,6860,0,19,2,1,0,0,0,3,2,4,0,4
1,20488,1,25,2,1,0,1,0,3,0,2,0,2
0,11325,0,23,3,1,1,0,1,1,0,4,0,0
0,13891,0,22,2,1,1,0,0,0,0,2,0,3
0,100882,0,26,1,1,0,1,0,1,0,0,0,0
0,83876,0,29,2,1,0,0,0,0,4,4,0,0
1,13384,0,24,0,1,1,0,0,0,2,2,1,2
1,57376,0,26,2,1,0,0,0,1,0,1,0,0
1,14844,0,26,2,1,0,1,0,3,0,2,0,0
0,75520,0,41,3,1,0,1,0,3,4,0,1,0
0,6174,0,26,0,1,0,1,0,2,0,1,0,0
0,23454,1,31,2,1,1,1,0,0,3,2,0,0
1,13052,0,23,2,1,0,1,0,3,0,3,0,2
0,29836,1,24,1,1,0,1,0,0,4,1,0,0
0,112970,0,68,3,1,0,1,0,1,0,2,0,0
0,14305,1,34,2,2,0,1,0,1,1,4,0,2
1,17713,0,20,2,1,0,1,0,0,2,0,0,1
1,37606,0,60,2,1,0,0,0,3,3,2,0,4
0,61207,0,26,1,1,0,0,0,0,0,4,1,0
1,34671,0,21,2,1,1,0,1,3,0,2,0,3
0,83875,0,46,3,1,1,1,0,1,0,4,0,4
1,10841,0,38,2,1,0,1,0,3,0,2,1,2
0,66954,0,68,2,1,1,0,1,3,4,2,0,0
0,23504,1,24,3,1,0,1,1,2,2,3,0,3
1,12171,0,27,1,1,0,1,1,0,0,2,0,3
1,20598,0,58,2,1,0,1,0,3,0,3,0,1
0,26382,1,24,1,2,0,1,1,0,0,1,0,0
1,47619,0,29,2,1,0,1,0,1,0,3,0,1
0,14954,0,37,2,1,0,1,0,0,0,2,0,0
1,101096,0,44,2,1,0,0,1,3,2,3,0,0
1,13518,0,39,2,1,0,1,0,3,0,2,0,2
1,7071,0,44,2,1,0,1,0,3,0,4,0,4
1,51566,0,33,2,1,0,1,0,2,0,3,0,2
1,21172,0,27,2,1,1,0,0,0,4,1,0,3
1,28744,0,45,2,2,1,1,0,3,1,1,1,4
1,9958,0,24,3,1,0,0,0,3,0,2,0,2
1,12474,0,32,2,1,0,1,0,3,2,4,0,3
1,35904,0,20,2,2,1,0,1,0,0,3,0,4
1,15513,0,48,1,2,0,1,1,1,3,3,0,3
0,65588,0,48,2,1,0,1,1,1,1,3,0,0
0,27261,0,25,2,1,0,0,0,1,1,2,0,0
0,17909,0,36,2,1,0,1,0,3,1,2,0,0
1,27771,0,24,2,1,0,1,0,0,3,2,0,0
1,12644,0,42,0,1,1,0,0,0,2,3,0,2
0,50682,0,30,2,1,0,1,0,1,0,2,0,0
0,32471,0,34,3,1,0,0,0,3,4,4,1,4
1,29515,0,36,2,1,0,1,0,3,0,2,0,4
1,6588,0,34,2,1,0,1,0,3,0,4,0,4
1,14010,0,35,2,1,1,0,1,3,0,2,0,4
0,94052,0,28,3,1,1,0,0,1,0,1,1,0
0,12030,0,32,1,1,1,0,0,3,4,4,0,4
0,96344,1,29,2,1,0,1,0,2,1,1,0,4
0,11754,1,19,2,1,1,0,1,1,0,4,0,0
1,76154,0,28,3,1,0,0,0,1,1,0,0,4
0,18680,0,28,2,1,0,1,0,3,0,3,0,0
0,25544,0,29,1,1,0,1,0,0,2,2,0,0
0,6267,0,24,1,1,0,1,0,0,0,2,0,0
1,23447,0,43,1,1,0,1,0,1,0,1,0,2
1,23504,0,35,2,1,0,1,0,1,0,3,0,4
1,42511,0,26,2,1,0,0,0,0,0,2,0,4
1,35943,0,22,2,1,1,0,0,0,0,1,0,4
0,14008,0,42,1,1,1,0,1,3,1,4,0,4
1,13882,0,39,2,1,0,1,0,3,0,1,0,1
1,27514,0,36,3,1,0,1,1,3,2,3,0,2
1,12658,0,23,2,1,0,1,0,3,0,1,0,4
1,73463,0,36,2,1,1,0,0,0,0,4,0,0
0,7496,0,35,1,1,0,1,0,2,0,2,0,0
0,20846,0,26,2,1,0,1,1,0,0,1,0,0
0,21469,0,36,1,1,1,0,0,0,0,2,0,0
1,14501,0,20,1,1,1,0,1,3,1,4,0,4
0,39208,0,39,2,2,0,0,0,1,1,3,0,0
0,13188,0,21,1,1,0,1,1,2,4,3,0,0
1,6164,0,60,2,1,0,1,0,3,0,2,0,1
1,12657,0,35,1,1,1,1,0,3,4,4,0,4
1,22429,0,31,2,1,1,0,0,3,0,1,0,3
1,2854,0,22,1,1,1,0,1,0,0,2,0,4
0,12874,0,21,2,1,0,1,0,0,0,2,0,0
0,34015,0,36,3,1,1,0,0,0,0,4,0,0
0,41929,0,33,3,1,0,1,0,1,0,0,0,0
0,67699,0,19,2,1,1,0,1,3,4,2,0,0
1,7545,0,26,2,1,0,1,1,3,1,1,0,3
0,11329,0,70,2,1,1,0,1,0,0,1,0,0
0,94115,0,28,3,1,1,0,0,1,0,1,1,0
1,26351,0,26,2,2,1,0,0,3,2,2,0,3
1,38887,0,27,2,1,0,1,0,2,0,2,0,2
1,28175,0,70,3,1,1,1,0,3,0,1,1,4
1,9118,0,33,2,1,1,0,0,1,3,1,0,4
1,20891,0,65,2,1,0,1,1,0,0,2,0,2
0,47027,0,40,3,1,0,1,0,3,1,2,0,0
1,23747,0,31,3,1,0,1,0,3,0,0,0,3
1,53764,0,39,3,1,0,1,1,0,0,4,0,4
1,33468,0,23,3,1,1,1,0,0,0,4,0,0
0,7379,0,43,2,1,0,1,0,0,0,0,0,0
1,51849,0,30,2,1,0,1,0,2,0,3,1,2
0,64317,0,52,3,1,0,1,0,1,4,1,0,0
0,4897,0,29,2,1,1,0,0,3,0,0,0,0
1,28702,0,49,2,1,0,1,0,1,4,4,1,4
0,29763,0,65,2,1,0,1,0,3,4,2,1,2
1,13414,0,50,2,2,0,0,0,3,1,4,0,0
1,16335,0,22,2,1,0,1,0,3,0,1,0,3
0,7954,0,38,2,1,0,1,0,0,4,2,0,0
1,33745,0,20,1,1,0,1,1,3,0,3,0,0
0,42622,1,40,3,1,0,0,0,1,4,4,0,0
0,86504,0,27,2,1,0,1,0,3,0,1,0,0
0,5609,0,21,0,1,0,1,0,2,0,1,0,0
1,24824,0,30,2,1,1,0,0,0,0,4,0,0
0,6042,0,41,0,1,0,1,0,3,0,1,0,0
1,12271,0,28,3,1,1,1,0,3,3,2,1,2
0,27193,0,36,2,1,0,1,0,0,0,4,0,0
1,33367,0,39,2,1,0,1,1,0,0,1,0,4
0,26780,0,44,1,1,0,1,0,0,0,1,0,0
1,10196,0,36,2,1,1,0,0,1,3,1,0,4
0,23384,0,36,2,1,0,0,0,3,2,4,0,0
0,14858,0,21,2,1,0,1,0,1,0,4,0,0
0,10215,0,29,2,1,0,0,0,3,0,2,0,0
1,7847,0,26,1,1,0,1,0,1,2,2,0,0
0,41997,0,30,2,1,0,1,0,2,0,3,1,0
1,13135,0,35,1,1,1,0,1,3,1,2,0,2
1,106420,0,38,3,1,0,0,0,0,0,4,1,4
1,32188,0,40,2,1,0,1,1,3,0,2,0,4
0,11936,0,27,1,1,0,1,1,3,4,2,0,0
0,46704,0,40,3,1,0,1,0,3,3,2,0,0
0,31487,0,45,2,1,0,0,0,0,1,1,0,0
0,31886,0,45,2,1,0,1,0,0,0,3,0,0
0,12362,0,26,1,1,0,0,0,2,0,4,0,0
0,110223,0,30,3,1,0,1,0,3,4,2,1,2
1,6132,0,26,2,2,0,1,1,3,1,3,0,0
1,18045,0,44,2,1,0,1,0,1,4,2,0,4
0,7945,0,26,2,1,0,1,1,0,0,3,0,4
1,2969,0,23,2,1,1,1,0,0,0,4,0,4
0,50964,0,27,3,2,0,0,0,1,0,4,1,0
1,10277,0,43,2,1,0,1,1,1,3,2,0,0
0,128761,0,31,3,1,0,0,0,1,0,0,1,0
1,85962,0,36,1,2,0,1,0,3,3,2,1,2
1,27118,0,25,1,1,0,1,0,3,0,2,0,0
0,43086,0,42,2,1,0,1,0,0,2,2,0,0
0,32468,0,24,2,1,0,1,0,0,0,1,0,4
1,26242,0,39,1,2,0,0,1,3,2,4,0,0
1,3847,0,34,2,1,1,1,0,0,0,1,0,1
0,114449,0,24,1,1,1,0,0,3,1,4,1,0
1,17374,0,31,1,1,0,1,0,3,1,2,0,2
0,160528,0,58,2,1,1,0,0,1,0,1,0,0
0,129749,0,54,3,1,0,0,0,1,0,0,1,0
0,7016,0,66,2,1,0,1,1,1,0,2,0,0
1,18654,0,34,1,1,0,1,0,3,1,2,0,2
0,44283,0,31,3,1,0,1,0,3,0,2,0,0
1,12731,0,26,3,1,0,1,1,2,0,2,0,2
1,20108,0,30,2,1,0,1,0,3,1,2,0,2
1,6547,0,28,2,1,0,0,0,0,4,4,0,4
0,77409,0,40,3,1,1,0,0,0,0,3,0,0
1,11549,0,45,1,2,0,1,0,1,0,2,0,4
1,7180,0,36,2,1,0,1,0,3,0,2,0,2
1,38210,0,43,2,1,0,1,0,3,0,1,1,4
0,78021,0,27,2,1,0,0,1,3,0,2,0,0
0,12599,0,45,1,1,1,0,0,3,4,4,0,4
1,7076,0,64,1,1,1,0,0,3,4,4,0,2
1,30979,0,36,2,1,0,1,0,1,0,3,0,0
0,129975,0,43,3,1,0,0,0,1,3,2,1,0
1,11265,0,31,1,1,0,1,1,0,0,2,0,4
1,29918,0,34,2,1,1,0,0,1,0,1,0,3
1,17317,0,58,1,1,0,1,0,0,0,4,0,0
0,99609,0,60,2,1,0,0,0,1,0,1,0,0
1,37360,0,45,1,1,0,0,0,3,4,4,0,4
1,38344,0,37,1,2,0,1,0,3,0,1,0,1
0,160554,0,58,2,1,0,0,0,1,0,1,0,0
0,9596,0,30,1,1,0,1,0,1,1,1,0,0
1,15380,0,50,2,1,1,1,0,3,0,4,0,2
0,10966,0,48,2,1,0,1,0,0,0,4,0,0
0,30537,0,37,2,1,1,0,0,0,0,2,0,0
1,63307,0,23,1,1,0,1,1,1,0,3,0,4
0,6194,0,37,2,1,0,0,0,1,0,2,0,0
1,14778,0,44,2,2,0,1,0,1,0,4,0,4
1,23360,0,27,2,1,0,1,0,1,2,2,0,0
1,50989,0,29,2,1,0,1,0,2,0,4,0,4
0,61506,0,58,2,1,1,0,0,0,0,4,0,4
1,38202,0,23,1,2,0,1,0,1,4,3,0,0
1,18050,0,44,2,1,0,1,0,1,1,1,1,4
0,18932,0,37,2,1,1,0,0,3,4,1,0,0
1,27483,0,63,2,1,0,0,0,1,0,4,1,0
0,80504,0,20,3,1,0,1,0,1,1,4,0,2
0,112497,0,26,2,1,0,1,0,2,0,2,0,0
0,65075,0,26,3,1,0,1,0,1,4,0,0,0
1,34480,0,23,2,1,1,1,0,3,3,4,1,4
0,7940,0,28,2,1,0,1,0,1,1,3,0,3
0,3403,0,26,2,2,1,0,0,1,3,1,0,0
1,32336,0,37,2,1,0,0,0,1,0,1,0,4
1,23093,0,30,3,2,0,1,1,0,1,3,0,3
0,30936,0,34,2,1,1,0,0,1,1,2,0,0
1,14786,1,31,2,2,1,1,0,1,4,4,0,2
0,110630,0,64,3,1,0,1,0,3,3,0,0,2
1,35015,0,42,1,1,0,1,0,0,0,3,0,0
0,7284,0,26,1,1,0,1,0,2,0,2,0,0
0,13250,0,32,2,1,0,1,0,0,1,4,0,4
0,32702,0,46,1,1,1,0,0,0,0,1,0,0
1,47001,0,20,2,2,0,1,0,0,0,4,0,0
0,48475,0,36,3,1,1,1,0,3,0,0,0,0
0,63441,0,31,2,1,0,1,0,1,4,4,0,3
1,9671,0,36,2,1,0,1,1,3,2,3,0,4
1,11941,0,21,2,1,1,0,0,3,2,1,0,2
1,90366,0,43,3,1,0,0,0,1,1,1,0,4
0,22753,1,36,2,1,0,1,1,1,2,3,0,3
1,34891,0,66,3,1,0,0,1,3,0,2,0,3
1,8469,0,22,2,1,0,0,0,3,4,1,0,4
0,21851,0,21,2,1,0,1,0,0,0,3,0,3
0,20604,0,59,2,1,0,1,0,2,0,2,0,0
1,14169,0,24,2,1,0,1,0,1,2,1,0,2
1,37605,0,55,3,1,1,0,0,3,0,4,0,2
1,28607,0,28,2,2,0,1,0,3,1,4,0,4
1,5688,0,33,2,2,0,1,1,0,4,4,0,4
1,23685,0,39,2,1,0,1,0,1,0,4,0,4
0,16838,0,33,2,1,0,1,0,1,0,2,0,1
1,12416,0,20,2,1,0,1,1,3,4,4,0,2
0,25781,0,26,2,1,0,0,0,1,1,2,0,0
1,16384,0,26,2,2,0,0,0,3,0,3,0,2
1,11891,0,31,1,1,0,1,1,3,4,1,0,0
1,26969,0,30,2,2,1,0,0,0,2,2,0,3
1,22233,0,27,2,1,1,0,0,3,0,1,0,3
0,126591,0,30,1,2,0,1,1,3,4,4,0,0
0,9030,0,27,2,1,0,1,0,1,0,2,0,0
0,46769,0,25,3,1,0,1,0,3,1,2,0,4
1,9842,0,51,2,1,0,1,1,3,0,1,0,1
1,21875,0,48,1,1,1,0,1,0,0,1,0,3
0,7272,0,36,2,1,0,0,0,0,0,1,0,0
0,102453,0,39,2,2,0,0,0,3,0,3,1,0
0,30510,1,28,1,1,0,1,0,0,0,1,0,0
1,63099,0,34,1,1,1,0,1,1,0,3,0,3
0,61105,0,60,1,1,0,0,0,0,0,4,1,1
0,6072,0,27,1,1,0,1,0,2,0,1,0,0
1,15382,0,34,1,1,0,1,0,1,1,3,1,3
1,72350,0,31,2,2,0,1,0,3,4,4,0,3
0,127812,0,47,2,2,0,0,0,1,1,2,0,1
1,21432,0,39,2,1,0,1,0,3,0,3,0,1
1,27368,1,21,2,1,1,0,0,1,0,2,0,3
1,45433,0,26,3,1,0,1,0,1,0,4,0,1
1,15141,1,26,2,2,0,1,0,3,3,2,0,2
1,34288,0,42,2,2,0,1,0,3,0,4,0,2
0,68394,0,22,2,1,0,0,0,0,0,2,0,4
1,11528,0,26,2,1,0,1,1,1,3,1,0,0
0,113796,0,35,3,1,0,1,0,1,0,2,0,0
1,11358,0,31,2,1,0,0,1,1,0,1,0,4
1,9653,0,29,2,1,0,1,1,3,0,4,0,4
0,47112,0,46,2,1,0,1,1,0,0,3,0,0
1,12963,0,68,2,1,0,1,0,3,0,2,0,0
0,27938,0,52,1,2,0,1,0,2,0,2,0,0
1,37139,0,39,2,1,0,1,0,3,3,2,0,4
1,15109,0,24,1,1,1,0,0,3,1,2,0,4
1,110649,0,34,2,1,0,1,0,3,4,2,1,0
1,11022,0,57,2,1,0,1,0,0,0,2,0,3
0,13331,0,37,1,1,0,1,1,2,4,3,0,0
0,3434,0,22,2,1,1,0,0,3,0,0,0,0
1,20312,0,21,2,1,0,1,0,3,4,2,0,0
1,16962,0,23,2,1,0,1,1,3,0,4,0,3
1,15662,1,26,1,1,0,1,0,1,0,2,0,2
1,90673,0,66,2,2,0,0,0,3,0,2,0,4
1,30652,0,30,2,2,0,1,1,3,4,2,0,2
0,23928,0,34,2,1,1,0,0,3,0,3,0,0
1,84386,0,47,2,1,0,1,0,0,4,4,1,0
0,159214,0,58,2,1,0,0,0,1,0,1,0,0
0,18713,0,28,2,1,1,0,0,1,0,4,0,0
1,23917,0,34,2,1,0,1,0,3,0,0,0,3
0,10489,0,48,2,1,0,1,0,0,0,1,0,0
1,19450,0,57,1,1,0,0,0,3,0,2,0,2
1,29963,0,46,2,2,0,1,0,3,4,2,0,4
1,3824,0,34,1,1,0,1,0,3,0,4,0,4
0,26927,0,30,2,2,0,1,1,3,0,2,0,2
0,13429,0,24,1,2,0,0,0,0,0,0,0,4
1,10245,0,22,2,1,0,1,0,3,0,2,0,0
0,23480,0,47,2,1,1,0,0,0,0,2,0,0
1,18308,0,57,2,1,0,1,0,1,4,2,0,2
0,125805,0,35,2,2,0,0,0,1,1,2,0,0
1,61213,0,33,2,1,0,1,0,3,0,2,0,4
0,32482,1,39,3,1,0,1,0,1,2,4,0,2
1,21967,0,61,2,2,0,1,0,3,0,3,1,4
0,27239,0,36,2,2,0,1,0,0,0,4,0,0
1,13061,0,37,2,1,1,0,0,0,0,1,0,4
1,13125,0,34,2,1,0,1,0,3,4,1,0,2
0,4629,0,24,2,2,1,0,0,1,3,1,0,0
1,25541,0,38,2,1,0,1,0,1,1,2,0,4
1,11092,0,59,2,1,0,0,0,0,0,3,0,3
0,11446,0,34,1,1,0,1,1,0,0,4,1,0
1,15212,0,50,2,1,0,1,0,1,4,4,0,4
1,11600,0,23,2,1,1,0,0,1,0,1,0,4
1,15116,0,34,2,2,0,1,1,1,0,2,0,1
1,21448,0,56,2,1,1,0,0,0,4,1,0,0
1,15180,0,32,1,1,0,1,0,3,3,2,0,1
1,14226,1,49,1,1,1,0,0,0,0,1,1,1
0,13164,0,26,2,2,0,1,1,1,0,4,0,0
1,10721,0,23,2,1,0,1,0,3,0,1,0,1
1,30249,0,33,1,2,0,1,0,3,1,2,0,2
0,13883,0,37,2,2,0,1,0,2,4,3,0,0
1,21477,0,33,2,1,0,1,1,0,0,2,0,2
1,16892,0,24,3,1,0,0,0,1,0,2,0,1
1,31111,0,29,2,1,0,1,0,0,0,4,0,1
0,26694,0,27,0,1,0,1,0,3,0,3,0,0
0,48359,0,43,1,1,0,1,0,1,0,1,0,0
1,19177,0,27,2,1,0,1,0,1,4,4,0,2
0,80271,0,27,2,1,1,0,0,3,1,1,0,0
0,25032,0,33,2,1,0,1,0,0,0,2,0,0
1,56054,0,24,2,1,0,0,0,1,0,1,0,4
0,14913,0,41,2,1,0,1,0,3,0,1,0,4
0,4524,0,56,2,2,1,0,0,1,3,2,0,0
0,41950,0,31,2,1,0,1,1,3,0,0,0,0
0,22459,0,37,3,1,1,0,1,0,3,2,0,0
1,14828,0,43,2,1,1,1,0,3,0,2,0,0
1,14863,0,26,3,1,0,1,0,0,0,3,0,2
1,28568,0,46,2,1,0,1,0,3,1,4,0,4
1,33844,0,27,2,1,0,1,0,3,4,2,0,1
0,145635,0,23,2,1,1,0,1,1,4,4,0,0
1,13451,0,27,2,1,1,0,1,0,0,2,0,4
1,15048,0,54,2,1,0,1,0,0,0,4,0,0
1,11800,0,27,1,1,0,1,1,0,0,2,0,3
1,47130,0,25,1,1,0,1,0,1,0,1,0,0
1,18567,0,34,1,1,1,0,0,2,0,2,0,2
0,20341,0,48,2,1,0,1,1,1,0,2,0,4
1,27447,0,27,2,1,0,1,0,1,3,4,0,2
1,63361,0,28,1,1,1,0,1,1,0,3,0,3
1,12529,0,27,2,2,1,1,1,0,1,4,0,4
1,27828,0,31,2,1,0,1,0,1,4,3,0,2
1,68294,1,34,2,1,0,1,0,0,0,1,0,0
1,13339,0,28,2,1,0,1,0,1,0,1,0,1
1,19342,0,31,2,1,1,1,0,3,4,1,0,1
1,34539,0,26,2,1,1,0,1,3,0,0,0,3
1,5568,0,29,2,1,0,1,0,3,0,2,0,1
0,49029,0,36,3,1,1,0,0,3,0,2,0,0
1,59418,0,34,3,1,0,1,0,1,0,4,1,2
0,26239,0,41,1,2,0,1,0,3,2,1,0,0
0,89986,0,39,3,1,0,0,0,1,1,1,0,0
0,31803,0,43,1,1,1,0,0,0,0,1,0,0
1,30645,1,47,2,1,0,1,0,3,3,1,0,0
1,33410,0,46,1,1,0,1,0,0,0,3,0,4
0,9579,0,49,2,1,0,1,0,3,4,3,0,2
0,11952,0,26,1,1,0,1,1,0,2,4,0,0
0,85299,0,58,2,1,1,0,0,0,4,2,0,0
0,60720,0,28,2,1,1,0,0,0,0,2,0,0
1,12768,0,57,1,1,1,0,0,3,4,4,0,4
1,15949,0,40,1,1,1,0,1,3,4,1,0,4
0,15236,0,39,2,1,1,1,0,2,0,4,0,0
1,20297,1,20,2,1,0,1,0,3,0,4,0,4
0,25241,0,38,2,1,0,1,0,1,0,2,0,0
1,5814,0,46,1,1,0,1,0,1,0,1,0,4
1,10628,0,36,2,1,0,0,1,3,0,2,0,3
1,33415,0,23,3,1,0,1,1,3,4,0,1,4
0,13211,0,32,2,1,1,0,1,0,4,3,0,0
0,84260,0,39,2,1,0,1,0,1,0,4,0,2
0,13526,0,35,2,1,1,0,1,0,4,3,0,0
1,76733,0,46,2,1,0,1,0,0,0,4,0,0
0,30305,0,54,2,1,0,1,0,0,0,2,0,0
0,6734,0,30,2,1,1,1,0,0,0,1,0,0
0,11992,0,35,2,1,1,0,0,0,0,2,0,0
1,14276,0,27,2,1,0,1,0,1,0,3,0,1
0,5855,0,33,1,1,0,1,0,0,0,2,0,0
0,9719,0,21,2,1,1,1,1,0,0,3,0,0
1,21956,0,34,2,1,0,1,1,1,1,1,0,0
0,8455,0,37,2,2,1,0,0,0,0,4,0,0
1,19778,0,35,2,1,1,1,0,1,0,3,0,4
0,12926,0,22,3,1,0,1,1,1,0,1,0,0
0,8899,0,35,2,1,0,1,0,0,4,2,0,4
0,40293,1,56,2,1,1,1,0,1,0,3,0,0
1,6644,0,53,1,1,0,1,0,3,0,2,0,2
1,40293,0,47,1,2,0,1,1,2,0,2,0,1
0,82642,0,27,2,1,0,0,0,1,0,2,1,0
0,73648,0,53,2,1,0,1,0,3,4,0,0,0
1,31974,1,26,3,1,0,1,0,1,2,4,1,2
0,30742,0,46,2,1,0,1,1,0,0,2,0,0
1,35691,0,28,2,2,0,1,0,0,0,2,0,2
1,72256,0,35,1,1,0,1,1,3,0,2,0,0
1,15479,0,30,2,1,0,1,1,3,0,4,0,0
0,17326,0,31,2,1,0,1,0,3,1,2,0,2
1,106471,0,38,3,1,0,0,0,0,0,4,1,4
0,13335,0,29,2,1,0,1,0,2,0,1,0,0
0,14770,0,35,2,2,0,1,0,3,0,2,0,1
0,27864,0,28,2,1,0,1,1,3,0,3,0,0
1,7086,0,31,2,1,1,1,0,3,0,4,0,4
1,47383,0,35,1,1,0,1,0,3,0,3,1,3
1,15880,1,52,1,1,0,0,0,1,0,2,0,2
0,61688,0,47,1,1,0,0,0,0,0,4,1,0
0,12685,0,47,3,1,1,0,1,3,0,3,0,4
0,18990,0,39,1,1,0,0,0,1,0,3,1,0
1,35041,0,22,2,1,1,0,1,1,0,2,0,3
1,12407,0,28,0,2,0,0,0,1,4,2,0,4
